"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.cluster_id","Input.cluster_rep","Input.index_intruder_in_df","Input.title_intruder","Input.community_intruder","Input.intruder_rank","Input.in_test_intruder_location","Input.index_0","Input.sentence_0_text","Input.index_1","Input.sentence_1_text","Input.index_2","Input.sentence_2_text","Input.index_3","Input.sentence_3_text","Input.index_4","Input.sentence_4_text","Input.index_5","Input.sentence_5_text","Input.index_6","Input.sentence_6_text","Input.index_7","Input.sentence_7_text","Input.index_8","Input.sentence_8_text","Input.index_9","Input.sentence_9_text","Answer.answers.0","Answer.answers.1","Answer.answers.2","Answer.answers.3","Answer.answers.4","Answer.answers.5","Answer.answers.6","Answer.answers.7","Answer.answers.8","Answer.answers.9","Answer.description","Approve","Reject"
"3T8DUCXY0PNPZHS4CCMLF2NKKRE9T0","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3UNH76FOCVM3978M1UIRGPHBS0SMYS","A2FV0CMG9S8CU0","Approved","Fri Dec 08 05:48:35 PST 2023","Fri Dec 08 05:48:50 PST 2023","Mon Dec 11 05:48:50 PST 2023","Mon Dec 11 05:49:09 PST 2023","","","15","100% (70011/70011)","100% (151/151)","100% (150/150)","11","Amendment Waiver","1753","Notices 
20.1","10","11.0","3","2665","2. 
Non Waiver.","2920","17.
 Waiver.","6368","Amendment or Modification.","1753","Notices 
20.1","4223","18. Modification.","6973","Amendment Waivers, etc.","4588","MODIFICATION","1289","14.8 
Waiver and Non-Exclusion of Remedies.","3205","(b) 
Amendments; Waiver.","11179","(g) 
Jury Trial Waiver.","false","false","false","true","false","false","false","false","false","false","Waivers"
"36U4VBVNQQUA3U3F6YCHBJ9G9RQRUV","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3NPFYT4IZFLEHSMQLVYUK6Q5U7BXGC","A1689LPUF6HS1A","Approved","Thu Dec 07 20:46:28 PST 2023","Thu Dec 07 20:54:01 PST 2023","Sun Dec 10 20:54:01 PST 2023","Sun Dec 10 20:54:09 PST 2023","","","453","100% (12/12)","100% (12/12)","100% (10/10)","16","Headings","13399","13. Miscellaneous Provisions.

(a) 
Notices.","10","11.0","6","7970","14.15 Construction.","10888","Section 10.

Contribution.","9274","18. 
Counterparts  and Execution by Fax.","1504","10.15 
Rules of Construction.","10504","2. 
1 BASIC TERMS.","408","Section 1.7","13399","13. Miscellaneous Provisions.

(a) 
Notices.","409","SECTION 2.","1029","Article IV","4443","25.B.  TERMINOLOGY.","false","false","false","false","true","false","false","false","false","false","The sentence ""2. 1 BASIC TERMS."" does not seem to belong to the group as it appears to be a formatting or labeling error, given that it lacks a clear context or content related to construction, contribution, counterparts and execution by fax, rules of construction, miscellaneous provisions, notices, sections, or terminology. The group of sentences without the one marked as omitted could be described as a set of clauses or provisions related to construction, contribution, counterparts and execution by fax, rules of construction, miscellaneous provisions, notices, sections, and terminology."
"3OJX0UFJ01O4ZU7TCHCVKY9M35L9UR","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3DEL4X4EL92E3J7QF1K0R6X9Z2BXYI","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:23:12 PST 2023","Tue Dec 05 14:23:42 PST 2023","Fri Dec 08 14:23:42 PST 2023","Fri Dec 08 14:24:09 PST 2023","","","30","100% (70011/70011)","100% (151/151)","100% (150/150)","15","Term And Termination","10322","4. TERMS.","-1","","6","1260","11.2 
Unilateral Termination by Vyera.","2786","13.4 
Termination by Aimmune.","5813","Section 6.4 Effect of Termination.","13314","Survival of Article V.","7646","9 Term and Termination 
9.1 
Term.","2552","14. EARLY TERMINATION 
14.1.","10322","4. TERMS.","9035","13 
8. TERM AND TERMINATION 
      8.1.

Automatic Renewal.","11030","4.3  
EFFECT OF TERMINATION.","8865","(e) Effect of Termination:","false","false","false","true","false","false","false","false","false","false","Termination"
"3B6F54KMR4T6VCCUJZ22QR9FKWC1SU","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3S0TNUHWKWZLQ7BRBXLUYM6FQ5XD8J","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:27:48 PST 2023","Tue Dec 05 14:28:38 PST 2023","Fri Dec 08 14:28:38 PST 2023","Fri Dec 08 14:29:09 PST 2023","","","50","100% (70011/70011)","100% (151/151)","100% (150/150)","5","C Entire Agreement","1786","Trustee’s Fees.","-1","","1","7678","this Agreement without first submitting such matter to arbitration.","1786","Trustee’s Fees.","11715","13.
10Entire agreement.","2666","Integrated Agreement.","5732","10.3  


Entire Agreement.","2921","19.
 Further Documentation.","1478","(c) 
Absence of Conflicts.","2438","6.7 Entire Agreement.","9689","(g) Entire Agreement.","13037","ARTICLE 10.

OTHER ARRANGEMENT","false","true","false","false","false","true","false","false","false","false","Agreement"
"3OWZNK3RYN6TZAMUR8XGAB18XZAU2J","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","37W3JXSD69PZEJ205WOEPNJ2Q1VWYG","A1689LPUF6HS1A","Approved","Thu Dec 07 20:32:33 PST 2023","Thu Dec 07 20:39:51 PST 2023","Sun Dec 10 20:39:51 PST 2023","Sun Dec 10 20:40:09 PST 2023","","","438","100% (12/12)","100% (12/12)","100% (10/10)","0","Proprietary Rights","4969","12.3.3 
Additional Insured.","-1","","0","4969","12.3.3 
Additional Insured.","1379","of Additional Provisions).

c. 
License by WPT.","11036","SECTION 7.

OWNERSHIP 
      7.1  
SPONSOR.","11835","Grant of License 
4 
2.1.

Grant of rights 
4 
2.2.","7036","3.3 Intellectual Property Rights.

(a) 
Reservation of Rights.","7817","7.  LICENSED MARKS 
7.01.","566","(d) 
Company License and Credit.","11152","(b) 
Sublicensing.","1076","c.  
Client's Intellectual Property.","10920","(b) Trademarks.","false","true","false","false","false","false","false","false","false","false","The group of sentences that remain after marking the sentence as omitted could be described as a set of clauses or provisions covering various aspects such as additional insured, ownership, grant of license, intellectual property rights, licensed marks, company license and credit, sublicensing, client's intellectual property, and trademarks."
"3O0M2G5VC8J5IWDEXBLD7UBS4SX49Z","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3TPZPLC3M3T8E78B4PHT7ZFTO5J3PC","A24G8ETQVVVMJX","Approved","Sun Dec 10 04:56:22 PST 2023","Sun Dec 10 05:03:13 PST 2023","Wed Dec 13 05:03:13 PST 2023","Wed Dec 13 05:04:09 PST 2023","","","411","100% (2/2)","100% (2/2)","100% (1/1)","16","Headings","5427","none","-1","","7","2803","15.10 
Ambiguities; No Presumption.","4469","5.9. 
Headings.","11023","2.3.2  
Subject to (<#C25>)Section 2.4","10589","[REMAINDER OF PAGE INTENTIONALLY LEFT BLANK]

[SIGNATURE PAGE FOLLOWS]

15 [SIGNATURE PAGE TO COOPERATION AGREEMENT]

IN WITNESS WHEREOF","5841","Section 10.17 Headings.","2874","o  
Method of linking terms to encyclopedias.","1368","TITLES.","5427","none","6472","ARTICLE 9 - GENERAL 
9.1  HEADINGS","8224","SECTION NINETEEN.","false","false","false","false","false","true","false","false","false","false","Legal Document Structure and Headings."
"38LRF35D5NDIKSIDV8BLTL603DAU3U","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","34MAJL3QP74MPEMS65P5414YX6C344","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:20:43 PST 2023","Tue Dec 05 14:21:15 PST 2023","Fri Dec 08 14:21:15 PST 2023","Fri Dec 08 14:22:09 PST 2023","","","32","100% (70011/70011)","100% (151/151)","100% (150/150)","4","Payments Currency","12973","Name: 
OWNER’S SPOUSE:

Name: 
OWNER’S SPOUSE:","-1","","8","589","Banking and Venture Funds 
24.","3354","5.4.1.1. 
Letter of Credit.","3351","5.2.3. 
Taxes.","5674","12. REIMBURSEMENT OF EXPENSES.","5855","8. 
Compensation.","117","18. BASE COMPENSATION","12915","6.8 Late Payments.","6722","c) 
Subsequent Monthly Invoices.","12973","Name: 
OWNER’S SPOUSE:

Name: 
OWNER’S SPOUSE:","2026","7 
5.4 
Taxes.","true","false","false","false","false","false","false","false","true","false","Compensation"
"3V0TR1NRVCJJNFNJPHZD3PMCAAF4AE","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3TE3O85733P452S7DH7DTKAGJ6W2RB","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:19:17 PST 2023","Tue Dec 05 14:19:51 PST 2023","Fri Dec 08 14:19:51 PST 2023","Fri Dec 08 14:20:09 PST 2023","","","34","100% (70011/70011)","100% (151/151)","100% (150/150)","15","Term And Termination","2977","Each Party shall obligate its Affiliates and Subcontractors accordingly.

(b) 
Communication to Regulatory Authorities.","-1","","3","8138","15.2.5 
Termination by Licensee for Convenience.","54","5.2 
Termination for breach.","4013","written notice to Aucta.","2977","Each Party shall obligate its Affiliates and Subcontractors accordingly.

(b) 
Communication to Regulatory Authorities.","9512","written notice terminate         this Agreement.","4502","5.02  TERMINATION.","13144","10. Term and Termination.

10.1. 
Term.","4235","4. Term; Termination; Termination Payment.

4.1
 Term; Termination.","3780","4. TERM AND TERMINATION 
4.1","971","11  TERM AND TERMINATION.

11.1  
Term.","false","false","true","true","false","false","false","false","false","false","Termination"
"3HEADTGN2R9AG9SFBOMM75BZNYZRVK","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3JWH6J9I9VUDEH0B33J7LT8ACFKBNY","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:46:16 PST 2023","Tue Dec 05 14:46:30 PST 2023","Fri Dec 08 14:46:30 PST 2023","Fri Dec 08 14:47:09 PST 2023","","","14","100% (70011/70011)","100% (151/151)","100% (150/150)","6","Confidential Information","8779","iPass may provide training in use of the Services.","-1","","5","1158","10.2 
Non-Disclosure.","1976","-68-
Confidentiality
13. .","7823","CONFIDENTIAL INFORMATION 
13.01","10488","19.
 CONFIDENTIALITY AND NON-DISPARAGEMENT AGREEMENT.","3166","Confidentiality.

5.1 
Definition.","8779","iPass may provide training in use of the Services.","10567","10 
8. Public Announcements.","330","ARTICLE VI 
CONFIDENTIAL INFORMATION 
Section 6.01.

Confidentiality.","8656","6.13 
Confidentiality.","7911","8.2.2 
Confidential Information.","false","false","false","false","false","true","false","false","false","false","Confidentiality"
"3HXCEECSQOA0MU9BQG3J07HSEWKYZT","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Wed Dec 13 14:15:27 PST 2023","","","3HPZF4IVNPAQ0LWVO5ODDTCZZVACY5","A2DXSNQM308NHW","Submitted","Wed Dec 13 08:52:19 PST 2023","Wed Dec 13 08:52:34 PST 2023","Sat Dec 16 08:52:34 PST 2023","","","","15","100% (2/2)","100% (2/2)","100% (2/2)","13","Lifeway Foods Inc Ludmila Smolyansky By S Julie Smolyansky By S","3328","Accuray shall bill any actual freight costs to Distributor.","-1","","0","3328","Accuray shall bill any actual freight costs to Distributor.","10753","Attention: CEO 


Attention: CEO 


ul.","5867","By: /s/","12303","By: /s/","3462","Senior Vice President, Corporate Partnerships masseys@nfl.jaguars.com

With a copy to:","8172","FEDERATED INVESTMENT MANAGEMENT COMPANY 
/s/","8851","/s/ Jason A. Minio 
(SEAL)","5864","Allison Transmission Holdings, Inc.

By: /s/","2928","Cory Comstock 


Norwalk, CT 06851","7212","Foundation Medicine, Inc. 




/s/","false","false","true","true","false","true","true","false","false","false","BY"
"3XDJY5RK5U232O1HVMG43QY6HD6U4F","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3DBQWDE4Y9FBP1J22TSUI78I2LYN5D","A2FV0CMG9S8CU0","Approved","Fri Dec 08 05:59:01 PST 2023","Fri Dec 08 05:59:16 PST 2023","Mon Dec 11 05:59:16 PST 2023","Mon Dec 11 06:00:09 PST 2023","","","15","100% (70011/70011)","100% (151/151)","100% (150/150)","11","Amendment Waiver","4037","Hardware is the tangible product made available to Distributor.","2","2.0","5","2181","19.2  NON-WAIVER.","139","12. Interpretation, Amendment and Enforcement.","3190","9.7 
Amendment; Waiver.","258","13.7 
Waiver of Jury Trial.","9685","12. GENERAL PROVISIONS.

(a)
 Amendments.","4037","Hardware is the tangible product made available to Distributor.","9828","MOVADO GROUP, INC. 
            10.

Amendment.","11071","No Waiver.","1188","Page 23 
20.5 
No Waiver.","68","11.6 
No Waiver.","false","false","false","false","false","true","false","false","false","false","Waivers"
"3V7ICJJAZCXO6PSBVVZ9Y06ISS04B9","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","3HL8HNGX48II2W8X7VMYMI4BMOVF9L","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:19:51 PST 2023","Tue Dec 05 14:20:23 PST 2023","Fri Dec 08 14:20:23 PST 2023","Fri Dec 08 14:21:09 PST 2023","","","32","100% (70011/70011)","100% (151/151)","100% (150/150)","15","Term And Termination","5045","10.  TERM AND TERMINATION.

10.1 Initial Term.","15","3.0","4","9379","10.3 
Effect of Termination.

Upon termination of this Agreement.","120","prior written consent.

TERMINATION 
22.","3804","ARTICLE 4 TERMINATION 
4.1 
Termination of Engagement.","3162","4.3 
Termination of Lead Scaffolds.","5045","10.  TERM AND TERMINATION.

10.1 Initial Term.","4262","5. Duration and Termination.","659","Section 4.4 Effect of Termination.","1406","Chase may revoke Affiliate’s license at any time.

16. Service Interruption","4642","D. 
Effect of Termination - Cash Consideration.

a. 
Termination by PAPA JOHN’S.","8901","6. Term and Termination.","false","false","false","true","false","false","false","false","false","false","Termination"
"371QPA24C457ACP98Z7S0W51MFQ1TJ","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:22 PST 2023","","","33TIN5LC07RO2NPSCLEMB3BRS1L9YG","A2FV0CMG9S8CU0","Approved","Fri Dec 08 05:47:57 PST 2023","Fri Dec 08 05:48:14 PST 2023","Mon Dec 11 05:48:14 PST 2023","Mon Dec 11 05:49:09 PST 2023","","","17","100% (70011/70011)","100% (151/151)","100% (150/150)","4","Payments Currency","5591","5.7 
Sufficiency of IP.","0","8.0","8","4177","E.  PAYMENT.","12414","7. 
Union Dues and Fees.","791","3.6.
 Method of Payment.","6058","(d) 
Taxes.

The Sponsor Fee is net of any commissions.","9419","5 
4.5 Late

Fee; Insufficient Funds Fee","3557","3.19 Invoicing and Payment 
(a)","7799","Mr. Zheng Qing 


Developer 


USD50,000.00 


3.

Mr. Gu Xianwin 


Developer 


USD50,000.00 
6.","8205","3 
SECTION FOUR.

REMUNERATION","5591","5.7 
Sufficiency of IP.","3257","Section 7.3 Payment.","false","false","false","false","false","false","true","false","true","false","Payment"
"3P520RYKCJNLY75H9RZE8I4KH91U5K","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Wed Dec 13 14:15:27 PST 2023","","","3Y4W8Q93L21J1J74JQW4Q0QN2EKDVX","A2DXSNQM308NHW","Submitted","Wed Dec 13 08:53:51 PST 2023","Wed Dec 13 08:54:09 PST 2023","Sat Dec 16 08:54:09 PST 2023","","","","18","100% (2/2)","100% (2/2)","100% (2/2)","5","C Entire Agreement","8557","12. NOTICE OF ARRIVAL, DELIVERY AT DESTINATION:","-1","","3","666","Section 6.8 Entire Agreement;

Conflicting Provisions.","12147","(b)Moelis Holdings Agreement.","9658","Well and each Substitute Well and Additional Well.","8557","12. NOTICE OF ARRIVAL, DELIVERY AT DESTINATION:","1424","(b) 
Due Qualification.","11475","6. 
FURTHER ACTIONS.","12426","19. 
Merger; Modification.","1120","25.  
ENTIRE AGREEMENT.","11510","Section 18.

Entire Agreement.","8253","Amendment to Exhibit A to Services Agreement.","true","true","false","false","false","false","false","true","true","true","Agreement"
"3RQVKZ7ZRM0R1ZAYE0450JNOPOD72U","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:22 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Wed Dec 13 14:15:27 PST 2023","","","3A1PQ49WVKYKRNW8Y8V5AXY5526H1L","A2DXSNQM308NHW","Submitted","Wed Dec 13 08:51:00 PST 2023","Wed Dec 13 08:51:18 PST 2023","Sat Dec 16 08:51:18 PST 2023","","","","18","100% (2/2)","100% (2/2)","100% (2/2)","13","Lifeway Foods Inc Ludmila Smolyansky By S Julie Smolyansky By S","8646","6.5.3 
Reductions.","-1","","2","9730","By: /s/

Mark Christensen 
Name:","1042","Vayyar Imaging Ltd. 


IndeLiving Holdings, Inc.

By: /s/

Raviv Melamed

By: /s/","8646","6.5.3 
Reductions.","12269","VESA EQUITY INVESTMENT S.À R.L. 
/s/","6866","Michael P. Ryan 
Name:","403","Email: Lance.Mitchell@","1126","Dated:  
TRUELINK, INC.","12363","Attn:","545","On2 shall contact these people directly.","12302","ARMSTRONG FLOORING, INC.","true","false","false","false","true","true","true","false","false","false","NAME"
"341H3G5YF2V3PZDQI8SA8FN82J5Z0T","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:23 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:23 PST 2023","","","32SVAV9L3IQ1R329F6ZWH4QYPG93AG","A2FV0CMG9S8CU0","Approved","Tue Dec 05 15:24:11 PST 2023","Tue Dec 05 15:24:25 PST 2023","Fri Dec 08 15:24:25 PST 2023","Fri Dec 08 15:25:09 PST 2023","","","14","100% (70011/70011)","100% (151/151)","100% (150/150)","11","Amendment Waiver","3888","Molecular Clinical Diagnostics.","-1","","6","12860","9.15 
No Oral Modifications.","5549","Section 10.4 Amendment.","7987","8.4. Litigation","7542","7 
15.4 
Amendments and Waivers.","1364","NO WAIVER.","2052","11.9 
Amendment and Modification; Waiver.","3888","Molecular Clinical Diagnostics.","3770","16. No Waiver.","6152","9.8  
Waiver  and  Modification.","10960","Section 11.15.

Waivers of Default.","false","false","true","false","false","false","true","false","false","false","Waivers"
"33N1S8XHHO23WOY8ERWAMK6I7BBZ1W","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:23 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:23 PST 2023","","","3OE22WJIGL5DDDM9JMSJUDV36BEQUH","A2FV0CMG9S8CU0","Approved","Tue Dec 05 14:42:51 PST 2023","Tue Dec 05 14:46:15 PST 2023","Fri Dec 08 14:46:15 PST 2023","Fri Dec 08 14:47:09 PST 2023","","","204","100% (70011/70011)","100% (151/151)","100% (150/150)","8","Insurance And Indemnification","11315","[***] or (b)","3","16.0","1","61","INDEMNIFICATION BY GOOGLE.","11315","[***] or (b)","6658","3 
5. Producer’s Representations and Warranties.

The Producer represents and warrants for the benefit of ConvergTV","8126","13.3 
Indemnification Procedure.","3027","INSURANCE COVERAGE FOR SUCH AGGREGATE LIABILITY.

12.2 No Liability for Clinical Trials.","378","7. Indemnification.","4217","Representations and Warranties of ESSI.","5057","(b)
 eDiets Liability.","13267","This payment is non-refundable.","4649","G. 
LIMITATION OF LIABILITY.","false","true","false","false","false","false","false","false","false","false","Liability"
"3XBYQ44Z6RL0BD5C5NWDTMVVISYWTC","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:23 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Wed Dec 13 14:15:27 PST 2023","","","31JLPPHS2XBQT7WAPP4EIZA3F8Z3OO","A2DXSNQM308NHW","Submitted","Wed Dec 13 08:55:20 PST 2023","Wed Dec 13 08:55:45 PST 2023","Sat Dec 16 08:55:45 PST 2023","","","","25","100% (2/2)","100% (2/2)","100% (2/2)","2","Distributor Personnel","573","8.
 Design adaptation to other languages.","-1","","1","10494","3.7 
Product Acceptance 3.7.1","573","8.
 Design adaptation to other languages.","12038","2.4 RESTRICTIONS ON COMMUNICATIONS.","7300","41 
Article VIII.

COMMERCIALIZATION 
8.1 
General.","6414","5.
7  SALES AND MARKETING EFFORTS.","3998","3.5 
Competitive Products.","8326","(b) 
Facility Maintenance.","1051","9. PROGRAM TERMS 
 
 
 
 
 
 
 
 
 
 
a.","12412","5. 
Consideration.","6411","5.
3  SOFTWARE SUPPORT AND MAINTENANCE.","true","true","false","true","true","false","false","false","false","false","SALES"
"3SMIWMMK63MFBQK15SMNYIHX165WU3","3Z3XOBWUCT4BO3A3FMTGRK1ESL6GRE","Header Intrusion","This is the header intrusion task. You need to detect which of the 10 sentences does not belong to the group of other 9 sentences.","clustering, semantic, similarity, easy, NLP, qualification","$0.10","Tue Dec 05 14:15:23 PST 2023","1","BatchId:5164564;OriginalHitTemplateId:928390905;","3600","259200","Tue Dec 12 14:15:23 PST 2023","","","3C2NJ6JBKDYJQ40FKAQWK056IB7N2C","A2FV0CMG9S8CU0","Approved","Fri Dec 08 05:54:32 PST 2023","Fri Dec 08 05:56:06 PST 2023","Mon Dec 11 05:56:06 PST 2023","Mon Dec 11 05:56:09 PST 2023","","","94","100% (70011/70011)","100% (151/151)","100% (150/150)","11","Amendment Waiver","12912","(b) 
Regional Advertising Cooperative.","-1","","6","7962","14.7 
Amendments; Assignment.","3136","15.6 
Non-Waiver.

All waivers must be in writing.","7443","Amendment.","705","Amendment.","5118","14.6 Rights to Injunctive Relief.","10767","18.7 


Amendments and Waiver","12912","(b) 
Regional Advertising Cooperative.","10082","4.7. Specific Performance and Injunctive Relief.","6797","21. WAIVER.","8482","11.3.  AMENDMENT/WAIVER.","false","false","false","false","false","false","true","false","false","false","Waivers"
